1,336
2,441
3,664
4,648
5,623
6,484
7,401
8,342
9,368
10,307
11,286
12,229
13,218
14,216
15,184
16,166
17,149
18,140
19,113
20,118
21,104
22,105
23,86
24,84
25,68
26,71
27,66
28,68
29,41
30,51
31,42
32,34
33,31
34,41
35,26
36,33
37,44
38,13
39,26
40,19
41,18
42,20
43,16
44,17
45,17
46,9
47,16
48,11
49,15
50,5
51,11
52,5
53,9
54,5
55,1
56,9
57,3
58,7
59,3
60,1
61,1
62,3
63,3
64,3
65,2
66,2
67,2
68,5
70,2
71,2
72,1
74,1
76,1
78,2
79,3
80,1
82,1
83,1
89,2
93,1
94,3
96,1
97,1
113,1
122,1
159,1
